City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
261,Yazoo City,US,32.8551,-90.4056,80.6,83,40,13.8,scattered clouds,2021-03-25 19:13:11
262,Zverinogolovskoye,RU,54.4586,64.8542,10.56,99,83,6.08,broken clouds,2021-03-25 19:16:51
263,Vallenar,CL,-28.5708,-70.7581,82.8,29,0,9.73,clear sky,2021-03-25 19:16:51
264,Derzhavinsk,KZ,51.1,66.3167,12.76,97,65,11.41,broken clouds,2021-03-25 19:16:51
265,Bubaque,GW,11.2833,-15.8333,77.47,75,0,18.25,clear sky,2021-03-25 19:16:52
266,Teyateyaneng,LS,-29.1472,27.7489,51.46,92,66,3.62,light rain,2021-03-25 19:16:52
267,Da Nang,VN,16.0678,108.2208,77.0,88,75,2.3,broken clouds,2021-03-25 19:16:52
268,Chumikan,RU,54.7183,135.315,5.68,93,100,4.99,overcast clouds,2021-03-25 19:16:53
269,Kotovo,RU,50.3211,44.8012,30.31,85,99,15.86,overcast clouds,2021-03-25 19:16:53
270,Torrington,US,41.8007,-73.1212,73.0,64,18,5.01,few clouds,2021-03-25 19:16:53
271,Alanya,TR,36.5438,31.9998,53.6,50,75,16.11,light rain,2021-03-25 19:16:53
272,La Ligua,CL,-32.4524,-71.2311,66.2,59,0,12.66,clear sky,2021-03-25 19:16:54
273,Nome,US,64.5011,-165.4064,12.2,79,40,12.66,scattered clouds,2021-03-25 19:16:54
274,Houma,US,29.5958,-90.7195,77.0,88,90,17.27,mist,2021-03-25 19:16:54
275,Mogadishu,SO,2.0371,45.3438,80.06,70,77,16.51,broken clouds,2021-03-25 19:16:54
276,Lagoa,PT,39.05,-27.9833,56.93,64,0,13.56,clear sky,2021-03-25 19:16:55
277,Lompoc,US,34.6391,-120.4579,55.4,76,90,14.97,overcast clouds,2021-03-25 19:16:55
278,Raudeberg,NO,61.9875,5.1352,44.01,80,83,18.43,broken clouds,2021-03-25 19:16:55
279,Alice Town,BS,25.7167,-79.3,77.47,76,5,9.93,clear sky,2021-03-25 19:16:55
280,Vysokogornyy,RU,50.1167,139.15,14.16,94,60,1.01,broken clouds,2021-03-25 19:16:56
281,Antalaha,MG,-14.9003,50.2788,79.02,85,100,2.01,overcast clouds,2021-03-25 19:16:56
282,Dukat,RU,62.55,155.55,-18.06,98,100,4.29,overcast clouds,2021-03-25 19:16:56
283,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,76.42,95,99,4.36,overcast clouds,2021-03-25 19:12:34
284,Kaspiysk,RU,42.8816,47.6392,48.0,66,75,6.71,broken clouds,2021-03-25 19:16:57
285,Juneau,US,58.3019,-134.4197,33.8,80,90,13.8,light snow,2021-03-25 19:16:57
286,Nanortalik,GL,60.1432,-45.2371,16.59,63,62,26.51,broken clouds,2021-03-25 19:16:57
287,Cortez,US,37.3489,-108.5859,44.6,45,75,14.97,broken clouds,2021-03-25 19:16:57
288,Miles City,US,46.4083,-105.8406,51.8,37,1,9.22,clear sky,2021-03-25 19:13:09
289,Mahebourg,MU,-20.4081,57.7,77.0,94,40,3.44,light rain,2021-03-25 19:16:58
290,Mehamn,NO,71.0357,27.8492,33.8,69,40,20.71,scattered clouds,2021-03-25 19:16:58
291,Wanning,CN,18.8003,110.3967,72.64,88,100,6.82,overcast clouds,2021-03-25 19:16:58
292,Bembereke,BJ,10.2283,2.6634,90.14,31,99,5.82,overcast clouds,2021-03-25 19:16:59
293,Komsomolskiy,UZ,40.4272,71.7189,68.0,30,100,6.91,light rain,2021-03-25 19:16:59
294,Santa Rosa,PH,14.3122,121.1114,80.6,74,20,5.75,few clouds,2021-03-25 19:16:50
295,Cayenne,GF,4.9333,-52.3333,86.0,62,20,16.11,few clouds,2021-03-25 19:16:59
296,Mantua,IT,45.1667,10.7833,54.0,62,49,1.01,scattered clouds,2021-03-25 19:14:31
297,Luwuk,ID,-0.9516,122.7875,77.85,87,33,2.46,scattered clouds,2021-03-25 19:16:59
298,Monchegorsk,RU,67.9397,32.8739,28.99,86,100,13.96,overcast clouds,2021-03-25 19:17:00
299,Krasnyy Chikoy,RU,50.3643,108.7512,28.0,95,100,7.63,light snow,2021-03-25 19:17:00
300,Terekli-Mekteb,RU,44.1671,45.8698,44.28,60,100,17.38,overcast clouds,2021-03-25 19:17:01
301,Tuatapere,NZ,-46.1333,167.6833,50.0,97,100,1.01,light rain,2021-03-25 19:17:01
302,Moron,AR,-34.6534,-58.6198,70.0,94,90,5.75,moderate rain,2021-03-25 19:17:01
303,Surt,LY,31.2089,16.5887,58.21,58,10,8.14,clear sky,2021-03-25 19:17:01
304,Half Moon Bay,US,37.4636,-122.4286,57.99,71,40,18.41,scattered clouds,2021-03-25 19:17:02
305,Tateyama,JP,34.9833,139.8667,51.01,85,3,1.99,clear sky,2021-03-25 19:17:02
306,Sorland,NO,67.667,12.6934,35.6,80,0,6.91,clear sky,2021-03-25 19:17:02
307,Mushie,CD,-3.0167,16.9,71.01,93,100,2.51,overcast clouds,2021-03-25 19:17:02
308,Pisco,PE,-13.7,-76.2167,77.0,61,0,21.85,clear sky,2021-03-25 19:14:38
309,Taoudenni,ML,22.6783,-3.9836,76.46,8,0,11.56,clear sky,2021-03-25 19:17:03
310,San Patricio,US,28.017,-97.5169,84.2,23,20,21.85,few clouds,2021-03-25 19:17:03
311,Yakuplu,TR,40.9889,28.6758,42.01,75,75,4.61,broken clouds,2021-03-25 19:14:10
312,Port Hedland,AU,-20.3167,118.5667,78.8,83,4,8.05,clear sky,2021-03-25 19:17:03
313,Brae,GB,60.3964,-1.353,44.6,93,40,13.8,scattered clouds,2021-03-25 19:17:04
314,Kingsland,US,30.8,-81.6898,89.01,58,27,4.0,scattered clouds,2021-03-25 19:15:03
315,Zhangye,CN,38.9342,100.4517,43.84,33,37,1.79,scattered clouds,2021-03-25 19:17:04
316,Sovetskiy,RU,61.3614,63.5842,32.74,92,79,9.53,broken clouds,2021-03-25 19:17:04
317,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,58,0,11.5,clear sky,2021-03-25 19:17:04
318,Keetmanshoop,NA,-26.5833,18.1333,75.2,31,49,5.75,scattered clouds,2021-03-25 19:17:05
319,Santiago Del Estero,AR,-27.7951,-64.2615,90.66,47,86,5.28,overcast clouds,2021-03-25 19:14:15
320,Korla,CN,41.7597,86.1469,52.05,34,0,3.67,clear sky,2021-03-25 19:12:24
321,Tilichiki,RU,60.4667,166.1,9.77,90,100,14.5,light snow,2021-03-25 19:17:05
322,Am Timan,TD,11.0297,20.2827,91.02,32,100,9.51,overcast clouds,2021-03-25 19:17:05
323,Ancud,CL,-41.8697,-73.8203,62.6,55,0,8.05,clear sky,2021-03-25 19:17:06
324,Loandjili,CG,-4.7561,11.8578,80.6,78,20,8.05,moderate rain,2021-03-25 19:17:06
325,Batagay,RU,67.6333,134.6333,-24.86,99,81,4.63,broken clouds,2021-03-25 19:17:06
326,Muromtsevo,RU,56.3724,75.2418,14.5,97,43,4.9,scattered clouds,2021-03-25 19:17:06
327,Luganville,VU,-15.5333,167.1667,78.1,85,76,5.61,broken clouds,2021-03-25 19:17:06
328,Ossora,RU,59.2353,163.0719,-1.59,80,100,7.56,overcast clouds,2021-03-25 19:17:07
329,Barcelona,ES,41.3888,2.159,57.0,82,40,8.05,scattered clouds,2021-03-25 19:17:07
330,Taldan,RU,53.6667,124.8,11.61,97,100,2.53,overcast clouds,2021-03-25 19:17:07
331,Mae Tha,TH,18.4646,99.1403,86.0,54,40,4.61,scattered clouds,2021-03-25 19:17:08
332,San-Pedro,CI,4.7485,-6.6363,79.38,82,100,5.59,overcast clouds,2021-03-25 19:17:08
333,Shumyachi,RU,53.8583,32.4242,32.85,95,100,1.43,overcast clouds,2021-03-25 19:17:08
334,Kieta,PG,-6.2167,155.6333,78.62,83,56,3.96,broken clouds,2021-03-25 19:17:08
335,Rosetta,EG,31.4044,30.4164,59.0,63,40,8.05,scattered clouds,2021-03-25 19:17:09
336,Alice,US,27.7523,-98.0697,87.8,18,1,16.11,clear sky,2021-03-25 19:17:09
337,Manzil Salim,TN,35.8567,8.4765,51.8,32,0,4.81,clear sky,2021-03-25 19:17:09
338,Pacajus,BR,-4.1725,-38.4606,80.01,89,75,6.91,broken clouds,2021-03-25 19:17:09
339,Fukue,JP,32.6881,128.8419,58.55,52,94,9.06,overcast clouds,2021-03-25 19:17:10
340,Goundi,TD,9.3627,17.366,93.2,16,90,1.72,overcast clouds,2021-03-25 19:17:10
341,Talnakh,RU,69.4865,88.3972,14.36,93,100,8.68,light snow,2021-03-25 19:17:10
342,Nisia Floresta,BR,-6.0911,-35.2086,77.0,94,75,2.3,light rain,2021-03-25 19:17:10
343,Gazli,UZ,40.1333,63.45,64.69,63,100,21.3,light rain,2021-03-25 19:17:11
344,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,72,20,10.36,few clouds,2021-03-25 19:17:11
345,Muravlenko,RU,63.7898,74.523,21.11,90,100,17.96,overcast clouds,2021-03-25 19:17:11
346,Strezhevoy,RU,60.7333,77.5889,23.0,93,75,6.71,broken clouds,2021-03-25 19:17:11
347,Buchanan,LR,5.8808,-10.0467,80.6,83,20,6.13,few clouds,2021-03-25 19:17:12
348,La Ronge,CA,55.1001,-105.2842,17.6,79,90,10.36,light snow,2021-03-25 19:17:12
349,Chicama,PE,-7.8447,-79.1469,71.6,83,40,12.66,fog,2021-03-25 19:17:12
350,Katobu,ID,-4.9408,122.5276,75.38,93,48,1.16,scattered clouds,2021-03-25 19:17:12
351,Kachiry,KZ,53.0675,76.1036,26.28,90,100,10.69,overcast clouds,2021-03-25 19:17:13
352,Koumac,NC,-20.5667,164.2833,76.62,78,42,6.51,scattered clouds,2021-03-25 19:17:13
353,Sungairaya,ID,0.7,108.9,75.2,89,100,5.39,moderate rain,2021-03-25 19:17:13
354,Alexandria,EG,31.2156,29.9553,59.0,63,40,8.05,scattered clouds,2021-03-25 19:12:25
355,Pudozh,RU,61.8099,36.5345,33.4,97,100,5.75,overcast clouds,2021-03-25 19:17:13
356,Elliot Lake,CA,46.3834,-82.6331,37.4,75,75,9.22,broken clouds,2021-03-25 19:17:14
357,Krasnoselkup,RU,65.7,82.4667,9.61,96,100,10.65,overcast clouds,2021-03-25 19:17:14
358,Bud,US,39.447,-86.1758,57.0,96,100,5.97,light rain,2021-03-25 19:17:14
359,Xining,CN,36.6167,101.7667,39.61,51,100,1.43,overcast clouds,2021-03-25 19:17:14
360,Mae Hong Son,TH,19.3003,97.9685,75.79,50,21,1.28,few clouds,2021-03-25 19:17:15
361,Sur,OM,22.5667,59.5289,77.27,61,6,9.4,clear sky,2021-03-25 19:17:15
362,Kalinagar,IN,28.6167,80.1,66.87,20,0,7.58,clear sky,2021-03-25 19:17:15
363,Bowen,AU,-20.0167,148.2333,73.4,94,40,2.3,scattered clouds,2021-03-25 19:17:15
364,Luena,AO,-11.7833,19.9167,63.41,95,98,3.67,light rain,2021-03-25 19:17:16
365,Chichica,PA,8.4922,-82.1627,89.6,58,20,11.5,few clouds,2021-03-25 19:17:16
366,Kyra,RU,49.5776,111.9753,34.14,53,100,3.91,overcast clouds,2021-03-25 19:17:16
367,Farsund,NO,58.0948,6.8047,43.0,95,47,9.64,scattered clouds,2021-03-25 19:17:17
368,Vangaindrano,MG,-23.35,47.6,75.36,76,99,2.28,overcast clouds,2021-03-25 19:17:17
369,Nouadhibou,MR,20.931,-17.0347,66.2,88,0,17.27,clear sky,2021-03-25 19:17:17
370,Kamaishi,JP,39.2667,141.8833,44.01,90,2,2.86,clear sky,2021-03-25 19:17:17
371,Nemuro,JP,43.3236,145.575,34.25,99,100,12.55,snow,2021-03-25 19:17:18
372,College,US,64.8569,-147.8028,25.0,80,75,2.46,light snow,2021-03-25 19:17:18
373,Najran,SA,17.4924,44.1277,75.2,22,0,4.09,clear sky,2021-03-25 19:17:18
374,Makakilo City,US,21.3469,-158.0858,71.6,88,90,6.91,moderate rain,2021-03-25 19:17:18
375,Faya,SA,18.3851,42.4509,68.0,55,0,4.61,clear sky,2021-03-25 19:17:19
376,Nikolskoye,RU,59.7035,30.7861,37.4,87,40,4.47,scattered clouds,2021-03-25 19:17:19
377,Xam Nua,LA,20.4197,104.0439,61.99,97,45,2.62,scattered clouds,2021-03-25 19:17:19
378,Los Llanos De Aridane,ES,28.6585,-17.9182,71.6,60,0,2.3,clear sky,2021-03-25 19:17:19
379,Quatre Cocos,MU,-20.2078,57.7625,80.01,94,40,3.44,light rain,2021-03-25 19:17:19
380,Lasa,IT,46.6166,10.7002,59.0,56,0,5.75,clear sky,2021-03-25 19:17:20
381,Nenton,GT,15.8,-91.75,86.0,37,0,7.18,clear sky,2021-03-25 19:17:20
382,Kyaikto,MM,17.3,97.0167,81.82,62,14,3.44,few clouds,2021-03-25 19:17:20
383,Kang,BW,-23.6752,22.7876,68.61,34,0,7.99,clear sky,2021-03-25 19:17:21
384,Cairns,AU,-16.9167,145.7667,78.8,89,90,8.05,overcast clouds,2021-03-25 19:15:47
385,Qasigiannguit,GL,68.8193,-51.1922,-5.8,77,90,3.44,light snow,2021-03-25 19:17:21
386,Boyolangu,ID,-8.1181,111.8935,75.36,90,100,1.32,overcast clouds,2021-03-25 19:17:21
387,Burnie,AU,-41.0667,145.9167,53.01,88,63,4.0,broken clouds,2021-03-25 19:17:22
388,Hirata,JP,35.4333,132.8167,51.8,76,20,16.11,few clouds,2021-03-25 19:17:22
389,Panjab,AF,34.388,67.0233,30.36,96,45,1.83,scattered clouds,2021-03-25 19:17:22
390,Santiago,CL,-33.4569,-70.6483,75.0,43,40,6.91,scattered clouds,2021-03-25 19:13:29
391,Mazyr,BY,52.0495,29.2456,33.64,67,7,4.21,clear sky,2021-03-25 19:17:23
392,Guerrero Negro,MX,27.9769,-114.0611,66.31,45,0,8.93,clear sky,2021-03-25 19:17:23
393,Maniitsoq,GL,65.4167,-52.9,2.66,80,100,16.37,overcast clouds,2021-03-25 19:17:23
394,Kaseda,JP,31.4167,130.3167,50.0,93,20,3.44,mist,2021-03-25 19:17:23
395,Goya,AR,-29.14,-59.2626,94.64,34,89,9.8,moderate rain,2021-03-25 19:17:09
396,Isangel,VU,-19.55,169.2667,73.4,88,20,5.75,few clouds,2021-03-25 19:17:24
397,Nador,MA,35.174,-2.9287,62.6,55,0,1.14,clear sky,2021-03-25 19:17:24
398,Tigil,RU,57.8,158.6667,10.11,94,100,12.62,overcast clouds,2021-03-25 19:17:24
399,Buala,SB,-8.145,159.5921,79.93,82,42,7.0,light rain,2021-03-25 19:17:24
400,Ostersund,SE,63.1792,14.6357,37.4,60,0,10.36,clear sky,2021-03-25 19:17:25
401,Vrangel,RU,42.7297,133.0839,34.52,90,99,4.36,overcast clouds,2021-03-25 19:17:25
402,Mount Isa,AU,-20.7333,139.5,71.6,49,7,12.39,light rain,2021-03-25 19:17:25
403,Tarija,BO,-21.5355,-64.7296,82.4,51,40,9.22,scattered clouds,2021-03-25 19:17:25
404,Kungurtug,RU,50.5994,97.5228,15.66,88,100,2.55,overcast clouds,2021-03-25 19:17:26
405,Lerik,AZ,38.7726,48.4128,50.0,87,90,6.67,overcast clouds,2021-03-25 19:17:26
406,Aksu,CN,41.1231,80.2644,55.2,26,100,6.13,overcast clouds,2021-03-25 19:17:26
407,Salina,US,38.8403,-97.6114,50.0,66,90,6.91,overcast clouds,2021-03-25 19:16:18
408,Mirandola,IT,44.8868,11.0662,55.99,54,100,6.15,overcast clouds,2021-03-25 19:17:26
409,The Valley,AI,18.217,-63.0578,84.2,61,40,16.11,scattered clouds,2021-03-25 19:15:50
410,Doka,SD,13.5167,35.7667,96.37,12,100,15.32,overcast clouds,2021-03-25 19:17:27
411,Erenhot,CN,43.6475,111.9767,50.49,26,100,12.41,overcast clouds,2021-03-25 19:17:27
412,Tomatlan,MX,19.9333,-105.25,89.06,18,10,9.04,clear sky,2021-03-25 19:17:27
413,Katsuura,JP,35.1333,140.3,53.6,54,0,11.5,clear sky,2021-03-25 19:17:28
414,Fort Nelson,CA,58.8053,-122.7002,21.2,68,20,4.61,few clouds,2021-03-25 19:17:28
415,Zhigansk,RU,66.7697,123.3711,0.93,95,100,18.45,light snow,2021-03-25 19:17:28
416,Ridgecrest,US,35.6225,-117.6709,66.2,16,40,28.77,scattered clouds,2021-03-25 19:17:28
417,Fermoy,IE,52.1358,-8.2758,48.0,93,75,14.97,broken clouds,2021-03-25 19:17:29
418,Coquimbo,CL,-29.9533,-71.3436,66.2,68,0,13.8,clear sky,2021-03-25 19:17:29
419,Vitim,RU,59.4511,112.5578,26.29,95,100,8.34,light snow,2021-03-25 19:17:29
420,Pulandian,CN,39.3953,121.9669,39.0,100,40,11.18,mist,2021-03-25 19:17:29
421,Hamilton,US,39.1834,-84.5333,62.01,88,90,8.05,overcast clouds,2021-03-25 19:13:44
422,Tahe,CN,52.3333,124.7333,16.79,98,100,2.24,overcast clouds,2021-03-25 19:17:30
423,Road Town,VG,18.4167,-64.6167,82.4,65,40,12.66,scattered clouds,2021-03-25 19:17:30
424,Sao Filipe,CV,14.8961,-24.4956,69.6,81,36,12.84,scattered clouds,2021-03-25 19:17:30
425,Broome,US,42.2506,-75.833,73.0,46,1,10.36,clear sky,2021-03-25 19:17:31
426,Linguere,SN,15.3953,-15.1193,105.8,9,0,4.61,clear sky,2021-03-25 19:17:31
427,Gimbi,ET,9.1667,35.8333,66.9,48,51,5.21,broken clouds,2021-03-25 19:15:30
428,Elat,IL,29.5581,34.9482,69.8,21,0,9.22,clear sky,2021-03-25 19:17:31
429,Ambanja,MG,-13.6833,48.45,75.25,93,99,3.15,moderate rain,2021-03-25 19:17:31
430,Ca Mau,VN,9.1769,105.15,79.65,79,100,9.75,overcast clouds,2021-03-25 19:17:32
431,Takapau,NZ,-40.0333,176.35,53.01,93,7,4.0,clear sky,2021-03-25 19:17:32
432,Palu,ID,-0.8917,119.8707,75.81,96,68,1.92,moderate rain,2021-03-25 19:17:32
433,Lima,PE,-12.0432,-77.0282,77.0,61,0,11.5,clear sky,2021-03-25 19:16:42
434,Bull Savanna,JM,17.8868,-77.5902,82.89,60,9,19.46,clear sky,2021-03-25 19:17:32
435,Ciudad Bolivar,VE,8.1222,-63.5497,95.09,28,98,8.28,overcast clouds,2021-03-25 19:17:33
436,Ahvaz,IR,31.3203,48.6693,73.4,31,5,9.22,dust,2021-03-25 19:17:33
437,Severo-Kurilsk,RU,50.6789,156.125,25.7,75,100,3.71,overcast clouds,2021-03-25 19:17:33
438,Wuan,CN,31.6836,112.0044,60.78,67,56,7.25,broken clouds,2021-03-25 19:17:33
439,Borujerd,IR,33.8973,48.7516,50.99,42,3,8.79,clear sky,2021-03-25 19:15:40
440,Alingsas,SE,57.9303,12.5335,41.0,93,33,4.61,mist,2021-03-25 19:17:34
441,Nchelenge,ZM,-9.3451,28.734,72.43,78,81,2.06,light rain,2021-03-25 19:17:34
442,High Level,CA,58.5169,-117.136,12.2,67,75,4.61,broken clouds,2021-03-25 19:17:34
443,Ahipara,NZ,-35.1667,173.1667,58.78,85,100,6.11,overcast clouds,2021-03-25 19:17:34
444,Tecoanapa,MX,16.5167,-98.75,82.92,55,5,12.35,clear sky,2021-03-25 19:17:35
445,Aykhal,RU,66.0,111.5,9.5,96,100,5.12,overcast clouds,2021-03-25 19:17:35
446,Tautira,PF,-17.7333,-149.15,86.0,70,20,3.44,few clouds,2021-03-25 19:17:35
447,Vanimo,PG,-2.6741,141.3028,77.72,87,100,2.08,moderate rain,2021-03-25 19:17:35
448,Salou,ES,41.0766,1.1416,55.99,82,40,4.03,scattered clouds,2021-03-25 19:17:36
449,Arman,RU,59.7,150.1667,-10.3,85,20,6.89,few clouds,2021-03-25 19:17:36
450,Almeria,ES,37.1667,-2.3333,61.0,82,0,2.3,clear sky,2021-03-25 19:16:34
451,Mercedes,AR,-34.6515,-59.4307,72.0,87,100,3.0,light rain,2021-03-25 19:17:36
452,Condado,CU,21.8767,-79.8403,93.2,48,40,12.66,scattered clouds,2021-03-25 19:17:36
453,Malpe,IN,13.35,74.7167,82.4,83,20,3.2,few clouds,2021-03-25 19:17:37
454,Tazmalt,DZ,36.3868,4.3989,56.17,61,0,3.78,clear sky,2021-03-25 19:17:37
455,Flinders,AU,-34.5833,150.8552,62.01,87,32,1.01,scattered clouds,2021-03-25 19:17:37
456,Charlestown,AU,-32.95,151.6667,64.0,79,0,6.67,clear sky,2021-03-25 19:17:38
457,Bilma,NE,18.6853,12.9164,73.76,11,0,13.09,clear sky,2021-03-25 19:17:38
458,Honningsvag,NO,70.9821,25.9704,33.8,55,75,16.11,broken clouds,2021-03-25 19:17:38
459,Kuala Terengganu,MY,5.3302,103.1408,80.6,89,40,4.61,light rain,2021-03-25 19:17:38
460,Mareeba,AU,-17.0,145.4333,78.8,89,90,8.05,overcast clouds,2021-03-25 19:17:39
461,Kirakira,SB,-10.4544,161.9205,80.1,82,100,7.45,overcast clouds,2021-03-25 19:17:39
462,Primorsko-Akhtarsk,RU,46.0497,38.1747,37.83,96,100,6.91,light rain,2021-03-25 19:17:39
463,Ust-Tsilma,RU,65.441,52.1498,33.12,90,99,11.48,overcast clouds,2021-03-25 19:17:39
464,Martapura,ID,-3.4167,114.85,77.0,100,90,1.14,overcast clouds,2021-03-25 19:17:40
465,Qingdao,CN,36.0986,120.3719,55.99,62,0,4.47,clear sky,2021-03-25 19:17:40
466,Kaeo,NZ,-35.1,173.7833,55.99,96,100,1.99,overcast clouds,2021-03-25 19:17:40
467,Avera,US,33.194,-82.5271,82.4,51,90,16.11,overcast clouds,2021-03-25 19:17:40
468,Dicabisagan,PH,17.0818,122.4157,76.14,86,55,4.34,broken clouds,2021-03-25 19:17:41
469,Verkhnyaya Inta,RU,65.9811,60.3094,31.77,97,100,21.03,light snow,2021-03-25 19:17:41
470,Nabire,ID,-3.3667,135.4833,75.29,93,100,3.27,overcast clouds,2021-03-25 19:17:41
471,Playas,EC,-2.6333,-80.3833,77.85,75,61,12.95,broken clouds,2021-03-25 19:17:41
472,Zinder,NE,13.8072,8.9881,91.4,9,0,11.5,clear sky,2021-03-25 19:15:31
473,Abhar,IR,36.1468,49.218,47.89,39,0,20.36,clear sky,2021-03-25 19:17:42
474,Belmonte,BR,-15.8631,-38.8828,82.4,65,40,9.22,scattered clouds,2021-03-25 19:17:42
475,Cassilandia,BR,-19.1133,-51.7342,91.04,36,94,2.08,overcast clouds,2021-03-25 19:13:59
476,Ayni,TJ,39.3941,68.5377,48.96,78,100,7.47,light rain,2021-03-25 19:17:42
477,Kathu,TH,7.9178,98.3332,80.6,78,20,5.75,few clouds,2021-03-25 19:17:43
478,Bosanska Gradiska,BA,45.1411,17.25,44.6,61,0,2.82,clear sky,2021-03-25 19:17:43
479,Kirkenaer,NO,60.4564,12.0582,42.8,56,0,9.22,clear sky,2021-03-25 19:17:43
480,Pangkalanbuun,ID,-2.6833,111.6167,74.62,97,100,2.01,overcast clouds,2021-03-25 19:15:06
481,Totness,SR,5.8833,-56.3167,79.86,79,45,8.55,light rain,2021-03-25 19:17:43
482,Northam,GB,51.0333,-4.2167,53.01,83,81,8.99,light rain,2021-03-25 19:17:44
483,Kalmar,SE,56.6616,16.3616,46.4,61,94,5.75,overcast clouds,2021-03-25 19:17:44
484,Formosa Do Rio Preto,BR,-11.0483,-45.1931,90.5,31,20,2.35,few clouds,2021-03-25 19:17:44
485,Berlevag,NO,70.8578,29.0864,33.8,69,40,26.46,scattered clouds,2021-03-25 19:17:44
486,Sacile,IT,45.9541,12.5029,52.0,82,0,3.44,clear sky,2021-03-25 19:16:05
487,Comodoro Rivadavia,AR,-45.8667,-67.5,78.8,11,0,16.11,clear sky,2021-03-25 19:15:01
488,Jacmel,HT,18.2342,-72.5347,91.4,40,20,16.11,few clouds,2021-03-25 19:17:45
489,Romny,UA,50.751,33.4747,31.95,78,97,7.49,overcast clouds,2021-03-25 19:17:45
490,Haysville,US,37.5645,-97.3523,51.8,76,90,8.05,overcast clouds,2021-03-25 19:17:45
491,Poum,NC,-20.2333,164.0167,80.33,71,15,20.11,few clouds,2021-03-25 19:17:45
492,Stepnyak,KZ,52.8339,70.7803,11.5,95,15,6.8,few clouds,2021-03-25 19:17:46
493,Saint-Georges,GD,12.0564,-61.7485,84.2,65,20,20.71,few clouds,2021-03-25 19:17:46
494,Quesnel,CA,52.9999,-122.5029,41.0,65,90,17.27,overcast clouds,2021-03-25 19:17:46
495,Muriwai Beach,NZ,-36.8167,174.45,63.0,95,5,5.99,clear sky,2021-03-25 19:15:11
496,Hovd,MN,48.0056,91.6419,34.47,23,100,4.76,overcast clouds,2021-03-25 19:17:46
497,Pochutla,MX,15.7432,-96.4661,88.0,45,1,11.5,clear sky,2021-03-25 19:17:47
498,Kavaratti,IN,10.5669,72.642,82.87,73,26,2.17,scattered clouds,2021-03-25 19:17:47
499,Lewistown,US,40.5992,-77.5714,66.2,77,1,8.39,haze,2021-03-25 19:17:47
500,Tebingtinggi,ID,3.3285,99.1625,75.2,100,40,4.61,scattered clouds,2021-03-25 19:17:48
501,Kudahuvadhoo,MV,2.6708,72.8944,82.53,70,91,12.82,overcast clouds,2021-03-25 19:17:48
502,Awjilah,LY,29.1081,21.2869,58.41,45,91,11.68,overcast clouds,2021-03-25 19:17:48
503,Olafsvik,IS,64.8945,-23.7142,27.52,71,100,37.96,overcast clouds,2021-03-25 19:17:49
504,Salsomaggiore Terme,IT,44.8148,9.9796,55.4,67,7,1.14,clear sky,2021-03-25 19:17:49
505,Genhe,CN,50.7833,121.5167,18.84,97,100,2.93,overcast clouds,2021-03-25 19:15:31
506,Gbarnga,LR,6.9956,-9.4722,79.2,75,75,4.97,broken clouds,2021-03-25 19:17:49
507,Tezpur,IN,26.6333,92.8,69.51,19,4,0.85,clear sky,2021-03-25 19:17:49
508,Tezu,IN,27.9167,96.1667,73.58,23,95,4.07,overcast clouds,2021-03-25 19:17:50
509,Tari,NG,12.4086,4.4914,92.39,13,38,5.12,scattered clouds,2021-03-25 19:17:50
510,Torres Novas,PT,39.4811,-8.5395,57.99,80,100,7.18,overcast clouds,2021-03-25 19:17:50
511,Alibunar,RS,45.0808,20.9658,44.01,55,0,2.3,clear sky,2021-03-25 19:17:50
512,Inirida,CO,3.8653,-67.9239,85.35,71,81,2.93,broken clouds,2021-03-25 19:17:51
513,Adrar,MR,20.5022,-10.0711,80.85,6,0,12.26,clear sky,2021-03-25 19:17:51
514,Tazovskiy,RU,67.4667,78.7,17.24,92,100,13.85,overcast clouds,2021-03-25 19:17:51
515,Rio Grande,BR,-32.035,-52.0986,82.4,69,20,18.41,few clouds,2021-03-25 19:17:51
516,Seoul,KR,37.5683,126.9778,42.8,93,75,1.14,mist,2021-03-25 19:13:20
517,Payo,ID,-3.7508,103.6372,72.61,98,100,2.06,overcast clouds,2021-03-25 19:17:52
518,Pacific Grove,US,36.6177,-121.9166,53.6,66,90,17.27,overcast clouds,2021-03-25 19:14:14
519,Nuevo Progreso,MX,23.1667,-97.95,88.0,14,35,11.01,scattered clouds,2021-03-25 19:17:52
520,Roald,NO,62.5833,6.1333,43.0,87,75,8.05,broken clouds,2021-03-25 19:17:52
521,Paragominas,BR,-2.9667,-47.4833,72.32,98,100,2.55,overcast clouds,2021-03-25 19:17:52
522,Kiama,AU,-34.6833,150.8667,62.01,92,46,1.01,scattered clouds,2021-03-25 19:17:53
523,Namie,JP,37.4833,141.0,44.01,80,0,1.01,clear sky,2021-03-25 19:17:53
524,Lipari,IT,38.4674,14.954,51.01,79,0,8.05,clear sky,2021-03-25 19:17:53
525,Honiara,SB,-9.4333,159.95,76.69,85,44,5.59,scattered clouds,2021-03-25 19:17:49
526,Myanaung,MM,18.2833,95.3167,82.51,54,18,2.13,few clouds,2021-03-25 19:16:06
